Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,同意声明点击同意✔的同时，您并没有放弃您的合法权益，研究者和瑞尔森大学仍受法律责任和专业义务的管制。 本人已阅读并理解以上信息。本人知道可以在任何时间，不需经任何同意的情况下退出此研究，关闭浏览器即可。,,我认为产品商标上的环保标志是很重要的。,我比较相信产品商标上的环保信息。,我理解环保认证的概念。,我相信个人可以做许多事情来改善环境。,我相信企业、公司可以做很多事情来改善环境。,我认为有必要对时尚产品进行环保认证。,我相信环保认证对买家是有帮助的。,如果可以的话，我会寻求有环保认证的衣服。,只要有可能，我就会购买我认为环保的产品。,我愿意为环保产品付更高的价钱。,我愿意为有环保认证的衣服支付额外费用。,我做好了为环保产品支付更高价格的准备。,我愿意用减少消费支出的方式来保护环境。,保护自然环境提高了我的生活质量。,当我在两件相同的衣服中做选择时，我会买对他人和环境更无害的那一件。,我会避免购买对环境有潜在伤害性的衣服。,支持环境保护这件事使我更加致力于环境保护。,比起其他任何类型的衣服，我更愿意把钱花在生态友好型的衣服上。,我认为生态友好型服装的价格通常高于平均值。,我更喜欢购买环保服装，即使它更贵一些。,我相信一个具有经认证环保标签的服装品牌，是一个被社会所接受的购买品牌。,我宁愿坚持一个众所周知的传统服装品牌，也不愿意尝试生态友好型品牌。,如果我喜欢一个品牌，我不会为了尝试新鲜物品，而轻易去改变对这个品牌的喜爱。,如果环保型服装不是品牌服饰，那对我来说都没什么差别。,我认为环保型服饰，例如有机棉，比传统服饰更具时尚感。,我相信环保服装的质量通常高于其他服装。,我相信国家会对环境产生积极的影响。,支持环境保护让我更具有社会责任感。,我对购买环保服装感到满意，因此我也会购买这种服装。,你认识以下这些流行的纺织品环保标签吗？,,,,,,,以下因素对你的服装购买决策有多重要？,,,,,,,,,,,,,通常我都是我朋友圈里最后一个知道最新设计师和时尚潮流的人。,和我的朋友们相比，我很少买新的流行款式。,通常我都是我朋友圈中最后一个购买新时尚款式的人。,我比其他人更先了解新的时尚款式。,如果我听说了新的时装款式或造型，并且知道可以通过当地的精品店或百货商店买到它们，我会很有兴趣去买。,我会考虑购买新的时尚款式，即使是我之前没有听说过的。,以下因素对你的服装购买决策有多重要？,,,,,,,,你每年花多少钱在服装上？,你的就业状况如何？,性別,你的每年收入水平属于以下哪一栏（以家庭为单位）,你的年龄是?,你的最高学历是什么？,你的婚姻状况如何？
11136739325,214327343,11/12/2019 07:55:35 AM,11/12/2019 08:02:30 AM,223.104.1.16,,,,,1,,1,3,2,2,2,1,2,2,1,3,3,3,3,2,2,2,2,2,3,3,2,3,3,3,3,2,2,2,2,,,,,,,7,2,2,2,2,2,3,3,3,2,3,2,2,2,3,2,2,5,5,4,3,3,3,2,2,2,2,2,2,1,1,6,1,2,6
11136736329,214327343,11/12/2019 07:54:15 AM,11/12/2019 08:04:25 AM,117.136.39.204,,,,,1,,1,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,2,5,3,3,2,2,3,,,,,,,7,2,2,3,2,3,3,3,4,2,3,3,3,2,2,2,3,4,4,4,3,2,2,2,2,2,2,2,4,1,2,1,1,1,6
11136736151,214327343,11/12/2019 07:54:18 AM,11/12/2019 10:44:44 AM,223.104.65.16,,,,,1,,1,3,1,1,1,1,1,1,1,4,3,4,2,1,3,2,1,2,1,3,3,1,2,3,2,3,2,2,3,,,3,,,,7,1,2,3,3,2,3,2,4,3,4,2,2,4,3,2,1,4,3,4,3,4,4,3,2,2,2,2,2,1,2,1,1,2,6
11136734320,214327343,11/12/2019 07:53:43 AM,11/12/2019 07:59:42 AM,117.136.39.117,,,,,1,,1,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,2,,,3,,,,,1,1,2,2,3,2,1,4,3,4,3,2,2,3,3,3,3,3,3,3,2,2,1,3,1,1,1,5,1,2,2,1,2,6
11136733031,214327343,11/12/2019 07:52:36 AM,11/12/2019 08:00:45 AM,112.97.246.226,,,,,1,,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,3,2,3,3,3,3,3,3,3,3,1,,,,,,,1,1,1,1,2,1,1,2,2,1,1,3,1,2,2,2,3,1,3,3,1,3,1,1,2,1,1,2,1,1,1,1,2,6
11136732814,214327343,11/12/2019 07:53:14 AM,11/12/2019 08:00:19 AM,223.104.65.46,,,,,1,,1,2,2,2,1,2,1,2,1,3,3,4,2,1,1,2,1,2,3,4,2,4,2,3,3,3,1,1,1,,,3,,,,,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,3,3,4,3,2,3,2,2,2,3,1,2,5,1,1,2,1,2,6
11136732748,214327343,11/12/2019 07:52:58 AM,11/12/2019 08:01:32 AM,223.104.1.16,,,,,1,,1,2,2,1,2,3,2,3,2,3,2,2,2,3,2,3,2,3,3,2,2,3,3,3,3,2,2,2,3,,,3,,,,,1,2,3,2,3,2,2,4,3,3,1,2,1,3,3,3,4,3,3,3,3,3,2,2,2,2,1,2,1,1,2,1,2,6
11136732009,214327343,11/12/2019 07:52:07 AM,11/12/2019 08:04:57 AM,223.104.65.15,,,,,1,,2,3,3,2,2,3,2,2,1,3,3,3,2,1,2,2,3,3,2,3,3,3,3,3,3,2,1,1,3,,,3,,,,,1,1,3,2,2,2,2,3,1,3,2,2,2,2,3,1,4,3,3,3,2,3,4,2,2,2,2,1,1,2,1,1,2,6
11136730776,214327343,11/12/2019 07:51:44 AM,11/12/2019 09:20:16 AM,117.136.40.51,,,,,1,,1,2,3,1,1,1,2,2,2,3,2,3,3,1,2,3,2,2,2,2,2,,3,3,2,2,2,2,2,,,3,4,5,6,,2,1,2,2,2,2,2,3,2,2,2,2,1,3,2,2,3,2,1,2,2,2,2,1,2,2,1,3,1,2,1,1,2,6
11136730235,214327343,11/12/2019 07:51:46 AM,11/12/2019 07:52:22 AM,183.40.20.247,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136730037,214327343,11/12/2019 07:52:12 AM,11/12/2019 07:57:47 AM,112.96.103.108,,,,,1,,1,1,1,1,1,1,1,1,1,3,4,3,2,2,1,1,2,3,2,4,2,4,3,4,4,4,1,2,3,1,,3,,,,,1,1,2,1,1,1,1,3,2,3,2,1,1,4,4,4,4,4,3,3,2,2,1,2,2,2,2,7,1,2,2,1,2,7
11136729921,214327343,11/12/2019 07:51:29 AM,11/12/2019 08:01:32 AM,183.40.24.56,,,,,1,,2,3,2,2,2,3,3,2,2,3,2,4,2,3,2,3,2,3,4,4,2,4,4,3,3,3,1,2,1,,,,,,,7,2,1,1,1,1,3,3,3,3,3,2,1,1,4,4,4,3,2,2,2,2,2,1,1,1,1,1,3,1,2,11,1,2,6
11136729862,214327343,11/12/2019 07:51:37 AM,11/12/2019 08:03:29 AM,117.136.40.61,,,,,1,,2,3,3,3,4,2,2,1,2,3,2,3,2,5,3,3,3,4,3,4,5,5,2,5,5,5,4,2,4,,,,,,6,7,1,1,1,1,1,1,1,3,1,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,4,1,2,6
11136729856,214327343,11/12/2019 07:51:52 AM,11/12/2019 08:00:55 AM,223.104.65.44,,,,,1,,2,2,3,3,2,3,2,2,2,3,2,2,2,2,3,4,3,2,2,2,3,3,2,4,3,3,3,3,3,,2,,,,,,5,4,2,2,4,3,3,3,3,4,3,3,3,2,,2,2,2,3,2,3,4,3,3,3,3,3,2,4,1,2,6,1,6
11136729596,214327343,11/12/2019 07:51:29 AM,11/12/2019 07:56:53 AM,112.97.161.208,,,,,1,,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,7,2,2,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,6
11136729233,214327343,11/12/2019 07:51:50 AM,11/12/2019 07:54:45 AM,112.97.167.135,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,7,1,2,2,2,3,2,2,4,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,3,5,1,2,3,1,2,7
11136729055,214327343,11/12/2019 07:51:37 AM,11/12/2019 07:57:10 AM,223.104.65.13,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7
11136726276,214327343,11/12/2019 07:50:04 AM,11/15/2019 10:15:06 AM,61.147.108.205,,,,,1,,1,2,1,1,2,1,3,1,1,2,3,3,1,1,1,1,1,2,2,4,3,4,3,3,3,4,2,1,3,,2,,,,,,1,1,1,1,2,2,2,3,1,4,2,2,2,3,3,4,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,6
11136725500,214327343,11/12/2019 07:48:32 AM,11/12/2019 08:12:59 AM,112.97.251.114,,,,,1,,1,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,2,,,,6,,2,2,2,2,2,2,2,3,2,3,2,3,3,4,4,4,2,3,3,3,3,3,2,2,2,2,2,6,1,2,11,1,2,6
11136724943,214327343,11/12/2019 07:49:32 AM,11/12/2019 07:57:50 AM,112.97.244.42,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,2,1,1,1,1,1,2,3,,5,,,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,6
11136724133,214327343,11/12/2019 07:41:05 AM,11/12/2019 08:02:50 AM,223.104.65.22,,,,,1,,3,3,3,3,3,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136702645,214327343,11/12/2019 07:39:46 AM,11/12/2019 07:46:33 AM,117.136.40.49,,,,,1,,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,5,3,3,3,1,1,4,3,3,3,3,3,3,3,,,,,,,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,,,,,,,,,,,,,,,
11136698789,214327343,11/12/2019 07:36:59 AM,11/12/2019 07:54:55 AM,223.104.63.61,,,,,1,,2,2,3,2,2,2,1,2,3,3,4,4,1,1,3,3,3,3,3,4,2,4,3,3,3,3,2,2,3,,,,,,,7,4,3,2,1,1,1,1,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,1,2,2,2,3,4,1,1,11,1,2,7
11136696191,214327343,11/12/2019 07:35:55 AM,11/12/2019 07:52:55 AM,223.104.65.25,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,7,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,6
11136686522,214327343,11/12/2019 07:32:23 AM,11/12/2019 07:40:45 AM,183.39.171.232,,,,,1,,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6
11136677048,214327343,11/12/2019 07:26:32 AM,11/12/2019 07:45:01 AM,223.104.63.59,,,,,1,,1,3,3,2,1,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,7,1,2,3,3,3,1,1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,2,1,1,2,6
11136668414,214327343,11/12/2019 07:25:32 AM,11/12/2019 07:33:35 AM,223.104.65.22,,,,,1,,2,3,2,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2,3,4,2,3,3,4,2,4,3,2,3,,,3,,,,,2,1,2,2,3,3,2,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,2,3,2,2,2,2,1,2,2,1,2,6
11136666997,214327343,11/12/2019 07:25:43 AM,11/12/2019 07:34:19 AM,14.28.5.27,,,,,1,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,,3,,,,,1,1,1,1,3,2,2,3,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,6
11136666351,214327343,11/12/2019 07:25:09 AM,11/12/2019 07:35:41 AM,117.136.39.118,,,,,1,,2,2,1,1,1,1,1,1,1,2,3,3,2,2,1,1,1,1,3,2,2,5,4,4,2,2,1,1,2,,,3,,5,6,,1,1,2,1,1,1,1,2,2,2,2,1,1,5,4,4,2,2,3,2,2,2,2,2,2,1,2,5,1,2,1,1,2,7
11136637981,214327343,11/12/2019 07:13:17 AM,11/12/2019 07:19:50 AM,117.136.33.197,,,,,1,,1,3,3,1,1,2,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,7,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,2,1,1,6
11136611329,214327343,11/12/2019 06:59:30 AM,11/12/2019 07:33:55 AM,183.37.166.97,,,,,1,,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,4,3,2,4,3,4,3,3,2,2,3,,,,,,,,2,2,2,2,2,3,3,3,2,3,2,2,2,4,3,4,3,3,4,2,2,2,1,2,2,2,2,2,1,1,,,,7
11136585263,214327343,11/12/2019 06:48:49 AM,11/12/2019 06:49:30 AM,112.97.166.204,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136566961,214327343,11/12/2019 06:40:04 AM,11/12/2019 06:58:41 AM,117.136.40.61,,,,,1,,1,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,,,,,,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,2,1,2,3,2,2,1,1,1,2,2,4,1,2,10,1,2,6
11136565310,214327343,11/12/2019 06:38:41 AM,11/12/2019 07:01:59 AM,117.136.40.74,,,,,1,,2,3,2,2,3,1,2,1,2,3,3,3,2,2,1,1,2,2,2,3,1,3,2,3,2,3,2,2,2,,,3,,,,,2,2,3,2,2,3,2,3,1,2,2,2,2,2,2,2,3,3,2,3,2,2,1,2,2,1,1,1,1,1,1,1,2,6
11136562515,214327343,11/12/2019 06:36:29 AM,11/12/2019 06:50:29 AM,112.97.218.161,,,,,1,,2,3,2,2,2,3,3,2,3,3,3,3,2,1,2,2,2,3,3,3,3,4,2,3,3,3,2,1,3,,,,,,,7,2,1,1,1,1,1,1,1,1,3,1,1,1,5,5,5,3,3,3,3,3,3,2,2,3,3,2,3,1,2,1,1,2,6
11136562071,214327343,11/12/2019 06:36:52 AM,11/12/2019 06:44:53 AM,223.104.63.53,,,,,1,,1,2,1,1,1,1,1,1,1,2,3,3,4,1,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,3,4,5,6,,2,1,1,1,2,2,1,3,1,1,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,6
11136560360,214327343,11/12/2019 06:35:52 AM,11/12/2019 06:44:18 AM,221.178.125.43,,,,,1,,1,2,2,3,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,2,3,1,,3,,,,,2,2,2,2,3,2,2,3,2,3,3,2,3,5,2,4,4,4,4,3,3,2,1,3,3,1,2,5,1,2,1,1,2,6
11136559753,214327343,11/12/2019 06:36:02 AM,11/12/2019 06:47:19 AM,223.104.63.63,,,,,1,,1,1,1,1,2,2,2,2,2,3,3,3,2,2,,2,3,3,3,3,3,3,3,4,3,3,1,1,1,1,,,,,,,1,1,2,1,2,3,3,3,2,3,1,1,1,3,3,3,2,2,1,3,2,2,2,2,2,1,1,1,1,2,1,1,2,6
11136559459,214327343,11/12/2019 06:36:19 AM,11/12/2019 06:42:50 AM,117.136.33.198,,,,,1,,2,3,2,2,2,1,2,3,2,3,3,3,2,1,2,2,2,3,3,3,3,4,4,4,3,4,1,2,2,,,,,,,7,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,1,2,1,1,2,6
11136556784,214327343,11/12/2019 06:34:50 AM,11/12/2019 06:52:03 AM,183.37.173.240,,,,,1,,2,2,2,3,3,3,3,3,2,2,2,2,2,2,1,1,1,3,3,2,3,4,4,4,1,3,2,1,2,,,3,,,,,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,3,3,4,4,2,2,2,2,2,1,2,3,1,1,2,10,1,2,6
11136556500,214327343,11/12/2019 06:34:05 AM,11/12/2019 09:36:28 AM,117.136.33.199,,,,,1,,2,2,2,2,2,1,1,2,2,2,3,3,3,2,2,2,2,2,3,2,2,4,3,3,2,2,2,2,3,,,3,,,,,1,2,2,2,3,2,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,1,2,1,1,1,2,1,2,2,1,2,6
11136556353,214327343,11/12/2019 06:34:50 AM,11/12/2019 06:37:05 AM,112.97.160.249,,,,,1,,2,3,2,3,3,3,2,2,4,2,3,3,2,3,4,2,3,2,3,2,3,2,2,3,4,3,1,2,3,,,3,,5,,,1,2,2,2,3,2,2,4,3,4,3,3,3,3,4,3,3,4,4,3,3,3,2,3,2,2,4,4,1,1,11,1,2,6
11136555741,214327343,11/12/2019 06:34:13 AM,11/12/2019 06:38:33 AM,14.28.55.31,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6
11136552020,214327343,11/12/2019 06:31:11 AM,11/12/2019 06:42:19 AM,223.104.65.3,,,,,1,,1,3,1,1,1,1,1,1,1,4,3,4,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,6
11136551621,214327343,11/12/2019 06:31:26 AM,11/12/2019 06:42:57 AM,223.104.65.40,,,,,1,,2,3,2,1,1,1,1,1,2,3,3,2,2,1,2,3,2,2,2,3,2,3,3,3,4,3,2,2,3,,,,,,,7,3,2,2,2,3,2,2,3,3,3,2,3,2,4,4,3,3,3,3,3,2,3,2,3,3,3,3,3,1,2,1,1,2,6
11136550803,214327343,11/12/2019 06:31:47 AM,11/12/2019 06:50:37 AM,183.42.45.233,,,,,1,,2,2,2,1,1,1,1,1,1,1,2,3,1,1,1,2,1,3,3,3,2,4,3,3,2,3,2,2,3,,2,3,,,,,2,2,3,2,2,3,3,4,2,4,3,1,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,7
11136549424,214327343,11/12/2019 06:30:44 AM,11/12/2019 06:43:58 AM,183.42.52.76,,,,,1,,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,,,,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,6
11136549113,214327343,11/12/2019 06:29:38 AM,11/12/2019 06:49:00 AM,117.136.33.198,,,,,1,,1,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,,,5,,,2,1,3,2,3,1,1,3,2,3,3,2,3,4,2,4,3,4,4,4,3,3,3,3,2,4,3,6,1,2,1,1,2,7
11136548023,214327343,11/12/2019 06:29:54 AM,11/12/2019 06:42:29 AM,112.97.217.122,,,,,1,,1,1,1,1,2,2,1,3,3,3,4,4,3,2,2,2,3,3,4,4,3,4,3,4,4,4,3,2,3,,,,,,,,1,2,2,1,2,1,1,3,3,3,2,3,2,3,3,4,3,4,3,4,4,3,3,2,2,2,1,6,1,2,1,1,2,6
11136547737,214327343,11/12/2019 06:30:11 AM,11/12/2019 07:22:24 AM,183.39.42.223,,,,,1,,2,1,2,2,3,2,1,2,1,3,3,3,2,2,2,2,2,2,2,3,3,4,3,3,3,3,2,2,2,,,3,,,,,2,1,1,1,1,2,2,3,1,2,1,2,2,3,2,3,3,3,3,2,2,2,2,2,3,3,1,2,1,1,2,1,2,6
11136546710,214327343,11/12/2019 06:29:30 AM,11/12/2019 06:36:08 AM,223.104.65.30,,,,,1,,2,2,1,1,1,2,2,2,2,3,2,3,2,1,1,1,1,1,2,2,2,4,4,4,3,3,2,2,2,,,3,,,,,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,4,3,4,3,3,3,3,3,3,1,2,2,1,2,1,1,2,6
11136542685,214327343,11/12/2019 06:25:45 AM,11/12/2019 06:28:02 AM,117.136.39.119,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136540562,214327343,11/12/2019 06:26:37 AM,11/15/2019 06:34:43 PM,112.97.176.126,,,,,1,,1,3,2,2,2,1,1,2,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,1,2,2,,,3,,5,6,,1,2,2,3,2,2,2,3,2,3,3,3,1,3,2,3,3,2,2,3,2,3,2,2,3,3,3,2,1,2,1,1,2,6
11136537639,214327343,11/12/2019 06:24:47 AM,11/12/2019 06:34:37 AM,183.42.31.93,,,,,1,,1,2,2,1,1,2,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,5,3,5,3,3,2,1,1,,,3,,,,7,1,2,3,2,1,3,3,3,3,3,2,1,1,3,3,2,2,2,3,2,2,1,1,1,2,1,1,3,1,1,3,1,2,6
11136533629,214327343,11/12/2019 06:23:13 AM,11/12/2019 06:32:00 AM,117.136.39.203,,,,,1,,2,3,2,2,1,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,3,,,6,,2,2,3,2,2,2,2,3,1,3,2,3,2,3,3,3,3,3,3,3,2,3,2,2,3,2,2,6,1,2,3,1,2,6
11136530228,214327343,11/12/2019 06:03:08 AM,11/12/2019 06:21:36 AM,117.136.40.61,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136529078,214327343,11/12/2019 06:20:04 AM,11/12/2019 06:38:17 AM,117.136.33.197,,,,,1,,1,3,1,1,1,2,2,2,2,4,3,3,2,2,2,2,2,2,3,3,2,4,2,3,3,3,2,2,2,,,,,,,7,1,1,1,1,3,1,1,4,2,5,3,3,2,3,3,2,4,4,5,4,4,3,2,2,2,1,3,7,1,2,1,1,2,6
11136526526,214327343,11/12/2019 06:17:17 AM,11/12/2019 06:23:38 AM,117.136.40.63,,,,,1,,1,3,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136524223,214327343,11/12/2019 06:16:40 AM,11/12/2019 06:27:07 AM,223.104.65.34,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6
11136522384,214327343,11/12/2019 06:17:20 AM,11/12/2019 06:29:26 AM,14.30.25.31,,,,,1,,1,2,2,3,1,3,2,2,2,3,4,5,3,1,2,1,1,3,4,3,3,4,2,3,2,3,1,1,3,,,3,4,5,6,,1,1,1,1,1,3,2,3,3,4,4,2,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6
11136521230,214327343,11/12/2019 06:16:26 AM,11/12/2019 06:23:42 AM,112.97.208.39,,,,,1,,2,3,2,1,3,1,2,3,2,3,3,3,2,1,2,2,1,2,2,3,2,3,3,4,3,3,2,1,2,,,3,,,,,2,2,3,2,2,2,1,3,1,3,2,3,3,2,2,2,3,2,2,2,2,2,1,2,2,1,1,4,1,1,3,1,2,6
11136521045,214327343,11/12/2019 06:16:10 AM,11/12/2019 06:29:31 AM,112.97.245.200,,,,,1,,1,1,1,2,2,3,3,3,2,1,2,3,2,3,1,2,2,1,2,2,1,1,2,2,2,3,1,2,1,,,3,,,,,2,1,1,1,1,1,1,2,2,1,1,1,1,2,3,4,3,2,1,1,1,2,2,1,1,1,1,5,1,2,1,1,2,6
11136518009,214327343,11/12/2019 06:12:42 AM,11/12/2019 08:17:09 AM,117.136.40.59,,,,,1,,2,4,4,4,3,2,2,3,3,4,4,4,4,1,1,1,1,1,4,4,4,4,4,4,4,4,2,4,4,,2,,,5,6,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,7
11136514640,214327343,11/12/2019 06:11:56 AM,11/12/2019 06:29:59 AM,223.104.64.42,,,,,1,,2,1,1,2,2,1,1,1,1,2,2,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11136514251,214327343,11/12/2019 06:12:31 AM,11/12/2019 06:23:49 AM,117.136.39.201,,,,,1,,1,3,2,2,1,1,2,1,2,3,3,3,2,2,1,2,3,3,3,3,2,3,3,3,3,3,2,2,2,,,3,,,,,1,1,2,1,1,1,3,4,4,3,2,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,1,1,1,1,1,2,6
11136510178,214327343,11/12/2019 06:11:04 AM,11/12/2019 06:13:46 AM,14.28.17.30,,,,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,7,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,6
11136509579,214327343,11/12/2019 06:10:04 AM,11/12/2019 06:23:32 AM,223.104.65.23,,,,,1,,1,2,1,1,1,1,1,1,1,4,4,3,1,1,2,2,2,2,2,2,1,4,3,5,3,3,2,2,2,,,,,,,7,1,1,2,2,2,1,1,4,3,4,2,3,3,3,4,4,3,1,2,3,3,3,3,3,2,2,2,4,1,2,1,1,1,6
11136507883,214327343,11/12/2019 06:09:35 AM,11/12/2019 06:16:33 AM,183.42.61.108,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,,,,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,3,1,1,3,1,2,6
11136505705,214327343,11/12/2019 06:07:26 AM,11/12/2019 06:09:01 AM,183.37.145.118,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
